Call Failure,Complains,Subscription Length,Charge Amount,Seconds of Use,Frequency of use,Frequency of SMS,Distinct Called Numbers,Age Group,Tariff Plan,Status,Age,Customer Value,Churn,Charge Amount (log1p),Customer Value (log1p),Seconds of Use (log1p),Frequency of use (log1p),Frequency of SMS (log1p),Distinct Called Numbers (log1p)
5,0,29,1,6830,93,7,18,5,1,1,55,114.345,0,0.6931471805599453,4.747927637343048,8.82922635473185,4.543294782270004,2.0794415416798357,2.9444389791664403
11,0,38,1,3775,82,32,28,3,1,1,30,282.28,0,0.6931471805599453,5.646435807803648,8.236420527265391,4.418840607796598,3.4965075614664802,3.367295829986474
12,0,11,1,8978,167,65,36,4,1,1,45,391.125,0,0.6931471805599453,5.971580666510842,9.102643796520809,5.123963979403259,4.189654742026425,3.6109179126442243
5,0,38,0,438,8,7,4,3,1,2,30,45.84,1,0.0,3.8467375387295166,6.0844994130751715,2.1972245773362196,2.0794415416798357,1.6094379124341003
5,0,36,0,4310,68,0,15,2,1,1,25,197.01,0,0.0,5.288317534469703,8.368925174747135,4.23410650459726,0.0,2.772588722239781
13,0,40,1,4675,77,12,19,3,1,1,30,238.08,0,0.6931471805599453,5.476798223956053,8.450198322591959,4.356708826689592,2.5649493574615367,2.995732273553991
11,0,36,1,4740,87,7,23,3,1,1,30,221.08,0,0.6931471805599453,5.40303767731844,8.464003362902119,4.477336814478207,2.0794415416798357,3.1780538303479458
0,1,24,0,765,7,16,1,4,1,2,45,59.3,1,0.0,4.09933210373314,6.641182169740591,2.0794415416798357,2.833213344056216,0.6931471805599453
8,0,31,2,3610,69,25,29,3,1,1,30,247.16,0,1.0986122886681098,5.514073699428229,8.191740021277457,4.248495242049359,3.258096538021482,3.4011973816621555
1,0,35,1,743,9,5,1,5,1,1,55,18.78,0,0.6931471805599453,2.984671326194566,6.612041034833092,2.302585092994046,1.791759469228055,0.6931471805599453
4,0,26,0,1568,39,30,68,4,1,1,45,115.175,0,0.0,4.755097674971042,7.358193752733032,3.6888794541139363,3.4339872044851463,4.23410650459726
11,0,29,2,1810,43,209,16,3,2,1,30,910.12,0,1.0986122886681098,6.814674611966096,7.501634457883413,3.784189633918261,5.3471075307174685,2.833213344056216
8,0,36,0,6603,69,76,33,2,1,1,25,642.24,0,0.0,6.466517904985824,8.795430805040018,4.248495242049359,4.343805421853684,3.5263605246161616
13,0,45,2,8073,143,406,51,3,1,1,30,1952.64,0,1.0986122886681098,7.577449578167305,8.996404301412886,4.969813299576001,6.008813185442595,3.9512437185814275
6,0,32,0,3515,72,17,22,2,1,1,25,237.915,0,0.0,5.476107840138006,8.165079258805068,4.290459441148391,2.8903717578961645,3.1354942159291497
0,0,22,0,830,22,175,4,2,2,1,25,825.84,0,0.0,6.717611205931036,6.7226297948554485,3.1354942159291497,5.170483995038151,1.6094379124341003
0,0,38,0,6375,88,190,29,3,1,1,30,1018.52,0,0.0,6.927087207281629,8.760296220470051,4.48863636973214,5.25227342804663,3.4011973816621555
7,0,35,1,3550,33,8,14,3,1,1,30,175.32,0,0.6931471805599453,5.17230052596455,8.174984532943087,3.5263605246161616,2.1972245773362196,2.70805020110221
7,0,32,0,2810,33,0,11,3,1,2,30,113.72,1,0.0,4.74249437685131,7.941295570906532,3.5263605246161616,0.0,2.4849066497880004
7,0,12,3,4810,52,254,16,3,1,1,30,1210.48,0,1.3862943611198906,7.0995980316597285,8.478660241699453,3.970291913552122,5.541263545158426,2.833213344056216
0,0,36,1,338,4,4,2,5,1,1,55,11.13,0,0.6931471805599453,2.495681722955959,5.82600010738045,1.6094379124341003,1.6094379124341003,1.0986122886681098
11,0,44,1,6178,105,22,18,3,1,1,30,339.32,0,0.6931471805599453,5.829886351451927,8.72891172506098,4.663439094112067,3.1354942159291497,2.9444389791664403
0,0,33,0,3538,74,0,23,2,1,1,25,162.54,0,0.0,5.097057608733831,8.171599480345463,4.31748811353631,0.0,3.1780538303479458
2,1,27,1,1070,33,191,11,2,2,1,25,909.135,0,0.6931471805599453,6.81359294015623,6.976348070447749,3.5263605246161616,5.2574953720277815,2.4849066497880004
17,0,18,2,9353,183,112,46,5,1,1,55,311.04,0,1.0986122886681098,5.743131384720113,9.143559338285831,5.214935757608986,4.727387818712341,3.8501476017100584
15,0,28,2,1645,44,58,19,2,1,1,25,337.005,0,1.0986122886681098,5.823060688273014,7.406103381237015,3.8066624897703196,4.07753744390572,2.995732273553991
1,0,37,0,13063,158,0,44,3,1,1,30,528.84,0,0.0,6.272575074176724,9.4776156346503,5.0689042022202315,0.0,3.8066624897703196
7,0,35,2,7013,79,122,50,2,1,1,25,868.14,0,1.0986122886681098,6.767504217007487,8.855663430700124,4.382026634673881,4.812184355372417,3.9318256327243257
0,0,25,0,1378,39,55,70,4,1,1,45,172.925,0,0.0,5.158624171809705,7.229113877793302,3.6888794541139363,4.02535169073515,4.2626798770413155
3,0,18,0,920,20,4,10,1,1,1,15,73.7,0,0.0,4.3134800921387715,6.825460036255307,3.044522437723423,1.6094379124341003,2.3978952727983707
5,0,37,0,14885,172,129,15,2,1,1,25,1258.065,0,0.0,7.138124660988064,9.608176452919857,5.153291594497779,4.867534450455582,2.772588722239781
3,0,35,0,1665,44,38,20,3,1,2,30,220.36,0,0.0,5.399790335478671,7.418180822726788,3.8066624897703196,3.6635616461296463,3.044522437723423
0,0,36,0,3610,67,0,8,3,1,1,30,147.08,0,0.0,4.9977526682652424,8.191740021277457,4.219507705176107,0.0,2.1972245773362196
0,0,13,0,1210,12,10,7,2,1,1,25,99.99,0,0.0,4.6150215020384655,7.099201743553092,2.5649493574615367,2.3978952727983707,2.0794415416798357
4,1,34,0,2800,41,34,18,3,1,2,30,249.64,1,0.0,5.524017646643936,7.937731775260109,3.7376696182833684,3.5553480614894135,2.9444389791664403
14,0,34,7,9940,86,0,37,4,1,1,45,250.65,0,2.0794415416798357,5.528039233222369,9.204422898212146,4.465908118654584,0.0,3.6375861597263857
22,0,41,3,14835,225,55,31,3,1,1,30,822.4,0,1.3862943611198906,6.713442109335804,9.604811938609481,5.420534999272286,4.02535169073515,3.4657359027997265
31,0,44,5,15525,233,71,38,3,1,1,30,914.32,0,1.791759469228055,6.819273730911323,9.650271316965625,5.455321115357702,4.276666119016055,3.6635616461296463
21,0,37,9,10550,99,33,46,5,1,1,55,209.235,0,2.302585092994046,5.348225952669454,9.263975921142093,4.605170185988092,3.5263605246161616,3.8501476017100584
16,0,30,0,1120,37,49,13,3,1,2,30,242.28,0,0.0,5.494213043369109,7.02197642307216,3.6375861597263857,3.912023005428146,2.6390573296152584
0,0,7,0,992,12,0,2,2,1,1,25,45.18,1,0.0,3.8325468039263493,6.900730664045173,2.5649493574615367,0.0,1.0986122886681098
14,0,25,2,1825,42,40,28,2,1,1,25,264.015,0,1.0986122886681098,5.579786428157874,7.509883061154913,3.7612001156935624,3.713572066704308,3.367295829986474
3,0,39,1,11240,150,14,49,3,1,1,30,511.6,0,0.6931471805599453,6.239495813929971,9.327323087461798,5.017279836814924,2.70805020110221,3.912023005428146
23,0,28,3,15895,230,0,75,2,1,1,25,725.625,0,1.3862943611198906,6.588410526021515,9.673822784231653,5.442417710521793,0.0,4.330733340286331
18,0,22,2,6392,147,93,43,2,2,1,25,712.755,0,1.0986122886681098,6.570539766199624,8.762958920766726,4.997212273764115,4.543294782270004,3.784189633918261
5,0,38,0,13583,168,0,41,3,1,1,30,550.04,0,0.0,6.311807401799311,9.516647908551128,5.1298987149230735,0.0,3.7376696182833684
11,0,41,2,7873,136,396,47,3,1,1,30,1904.36,0,1.0986122886681098,7.552426246084967,8.971321471503682,4.919980925828125,5.983936280687191,3.871201010907891
0,0,35,0,0,0,0,0,2,1,2,25,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
5,0,35,1,3843,80,7,25,3,1,1,30,184.92,0,0.6931471805599453,5.225316473663546,8.254268770090183,4.394449154672439,2.0794415416798357,3.258096538021482
19,1,44,0,2833,60,56,39,4,1,2,45,212.325,1,0.0,5.362816824422649,7.949444420250626,4.110873864173311,4.04305126783455,3.6888794541139363
2,0,37,1,4325,83,27,27,3,1,1,30,284.32,0,0.6931471805599453,5.6536113574098374,8.372398606513004,4.430816798843313,3.332204510175204,3.332204510175204
13,0,32,6,10070,84,0,38,4,1,1,45,253.85,0,1.9459101490553132,5.54067513678605,9.217415285648144,4.442651256490317,0.0,3.6635616461296463
9,0,33,4,7090,114,267,30,3,2,1,30,1356.16,0,1.6094379124341003,7.213149560032488,8.866581653303996,4.74493212836325,5.5909869805108565,3.4339872044851463
13,0,41,5,7270,128,286,36,3,2,1,30,1439.92,0,1.791759469228055,7.273037077456315,8.891649112650057,4.859812404361672,5.659482215759621,3.6109179126442243
2,0,33,0,2088,51,347,20,2,1,1,25,1657.755,0,0.0,7.413822599959885,7.644440761556566,3.9512437185814275,5.8522024797744745,3.044522437723423
15,0,39,0,4388,66,7,33,1,1,1,15,283.47,0,0.0,5.650627799851681,8.386856689688234,4.204692619390966,2.0794415416798357,3.5263605246161616
9,0,30,3,1735,48,232,17,3,2,1,30,999.32,0,1.3862943611198906,6.9080752277930575,7.459338895220296,3.8918202981106265,5.4510384535657,2.8903717578961645
0,1,36,0,0,0,0,0,2,1,2,25,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
10,0,45,0,565,16,22,8,3,1,2,30,111.24,1,0.0,4.720639435794205,6.338594078203183,2.833213344056216,3.1354942159291497,2.1972245773362196
7,0,39,2,4138,94,41,34,3,1,1,30,333.28,0,1.0986122886681098,5.811978965133235,8.328209491748732,4.553876891600541,3.7376696182833684,3.5553480614894135
0,0,36,0,1455,23,257,1,3,1,1,30,1087.12,0,0.0,6.992206715451586,7.283448228756631,3.1780538303479458,5.552959584921617,0.6931471805599453
7,0,42,1,3978,92,17,34,3,1,1,30,230.8,0,0.6931471805599453,5.445874930905651,8.288785810426928,4.532599493153256,2.8903717578961645,3.5553480614894135
2,0,8,0,4275,34,183,6,3,1,1,30,904.36,0,0.0,6.808332654657686,8.360773272144936,3.5553480614894135,5.214935757608986,1.9459101490553132
3,0,37,1,6500,86,186,26,3,1,1,30,1007.44,0,0.6931471805599453,6.916159861325948,8.77971129020447,4.465908118654584,5.231108616854587,3.295836866004329
0,1,8,1,1298,19,25,9,3,1,1,30,152.68,1,0.6931471805599453,5.034872518460301,7.1693500166706,2.995732273553991,3.258096538021482,2.302585092994046
13,0,18,0,6268,143,89,45,1,2,1,15,842.105,0,0.0,6.7370915054056475,8.743372131273969,4.969813299576001,4.499809670330265,3.828641396489095
2,0,34,0,2313,56,0,29,1,1,1,15,130.295,0,0.0,4.877446699852511,7.746732907753622,4.04305126783455,0.0,3.4011973816621555
4,0,28,2,1430,42,225,15,3,2,1,30,958.88,0,1.0986122886681098,6.86680827664873,7.266128779556451,3.7612001156935624,5.420534999272286,2.772588722239781
5,0,27,0,2930,57,7,10,3,1,1,30,147.48,0,0.0,5.0004502690378905,7.983098940710892,4.060443010546419,2.0794415416798357,2.3978952727983707
10,0,38,1,4615,74,7,17,3,1,1,30,215.56,0,0.6931471805599453,5.377867645306046,8.437283808187935,4.31748811353631,2.0794415416798357,2.8903717578961645
0,0,33,0,1360,38,31,18,3,1,2,30,179.92,0,0.0,5.198054944609642,7.215975002651466,3.6635616461296463,3.4657359027997265,2.9444389791664403
3,0,13,2,4470,42,225,14,3,1,1,30,1080.48,0,1.0986122886681098,6.986085752388092,8.405367376233981,3.7612001156935624,5.420534999272286,2.70805020110221
5,0,26,1,1720,41,194,9,2,2,1,25,952.245,0,0.6931471805599453,6.859871953510175,7.450660796211539,3.7376696182833684,5.272999558563747,2.302585092994046
19,0,38,3,9825,132,152,43,3,1,1,30,1006.28,0,1.3862943611198906,6.915008907693445,9.192787212728593,4.890349128221754,5.030437921392435,3.784189633918261
12,0,44,1,14033,179,15,50,3,1,1,30,628.48,0,0.6931471805599453,6.444894081732664,9.549238235812235,5.19295685089021,2.772588722239781,3.9318256327243257
2,1,33,0,1960,48,52,33,3,1,2,30,288.32,1,0.0,5.66753334198108,7.581209826196346,3.8918202981106265,3.970291913552122,3.5263605246161616
0,0,24,0,520,4,14,1,4,1,2,45,48.1,0,0.0,3.893859034800475,6.255750041753367,1.6094379124341003,2.70805020110221,0.6931471805599453
5,0,36,0,4255,66,7,18,2,1,1,25,225.945,0,0.0,5.424707697375358,8.35608503102148,4.204692619390966,2.0794415416798357,2.9444389791664403
9,0,40,1,11645,162,22,52,4,1,1,45,350.175,0,0.6931471805599453,5.861284674716973,9.362718052397065,5.093750200806762,3.1354942159291497,3.970291913552122
6,0,25,0,395,19,3,5,2,1,2,25,32.13,0,0.0,3.5004392163118045,5.981414211254481,2.995732273553991,1.3862943611198906,1.791759469228055
3,0,39,1,935,17,5,13,2,1,1,25,65.34,0,0.6931471805599453,4.1947930335189065,6.841615476477592,2.8903717578961645,1.791759469228055,2.6390573296152584
5,0,45,0,578,15,22,10,3,1,2,30,111.72,0,0.0,4.724906867590425,6.361302477572996,2.772588722239781,3.1354942159291497,2.3978952727983707
7,0,38,0,1993,51,6,17,3,1,1,30,105.76,0,0.0,4.670583324536324,7.597897950521784,3.9512437185814275,1.9459101490553132,2.8903717578961645
8,0,24,2,2080,34,45,20,3,1,1,30,264.56,0,1.0986122886681098,5.581840803850959,7.640603826393634,3.5553480614894135,3.828641396489095,3.044522437723423
7,0,33,0,1890,48,35,18,3,1,2,30,217.52,0,0.0,5.386877543527517,7.544861068658458,3.8918202981106265,3.58351893845611,2.9444389791664403
9,0,37,0,2383,50,66,35,4,1,2,45,225.825,1,0.0,5.424178795055693,7.776535028185241,3.9318256327243257,4.204692619390966,3.58351893845611
2,0,36,3,6740,112,274,35,2,2,1,25,1541.34,0,1.3862943611198906,7.341056022684703,8.815963560853438,4.727387818712341,5.616771097666572,3.58351893845611
9,1,39,0,2353,60,40,21,3,1,2,30,256.52,0,0.0,5.551097386990553,7.763871287820222,4.110873864173311,3.713572066704308,3.091042453358316
6,0,38,0,5918,95,7,12,3,1,1,30,268.52,0,0.0,5.596642599098297,8.685922794690725,4.564348191467836,2.0794415416798357,2.5649493574615367
0,1,30,0,0,0,0,0,2,1,2,25,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
4,0,36,0,1933,48,1,15,3,1,2,30,83.24,0,0.0,4.43366986782572,7.56734567601324,3.8918202981106265,0.6931471805599453,2.772588722239781
3,0,39,1,2840,28,8,15,3,1,1,30,146.72,0,0.6931471805599453,4.995318589984363,7.951911381854188,3.367295829986474,2.1972245773362196,2.772588722239781
0,0,37,0,275,4,0,1,2,1,2,25,12.555,0,0.0,2.606755482950629,5.62040086571715,1.6094379124341003,0.0,0.6931471805599453
0,0,32,0,0,0,0,0,2,1,2,25,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,0,41,0,405,14,14,7,3,1,2,30,72.76,0,0.0,4.300816579248338,6.0063531596017325,2.70805020110221,2.70805020110221,2.0794415416798357
8,1,36,0,2585,36,0,18,3,1,2,30,104.84,1,0.0,4.6619285198067,7.857867559331803,3.6109179126442243,0.0,2.9444389791664403
21,1,40,8,10390,97,9,46,5,2,1,55,170.805,0,2.1972245773362196,5.1463601127355005,9.248695325852646,4.584967478670572,2.302585092994046,3.8501476017100584
4,0,36,0,4455,80,0,23,3,1,1,30,181.4,0,0.0,5.206202077640231,8.40200678160712,4.394449154672439,0.0,3.1780538303479458
